id,dcode,sport_field_name,sport_field_type,area
1033012,1033,โรงเรียนสามัคคีสงเคราะห์,ชุมชนทั่วไป,21
1033013,1033,โรงหมู,ชุมชนทั่วไป,1000
1033014,1033,ชุมชนโรงหมู,ชุมชนทั่วไป,367
1033015,1033,ชุมชนน้องใหม่,ชุมชนทั่วไป,25
1033016,1033,ชุมชนหมู่บ้านพัฒนา 70 ไร่ (ลาน 1),ชุมชนทั่วไป,2500
1033017,1033,พัฒนาใหม่ (ลาน 3),ชุมชนทั่วไป,1600
1033018,1033,พัฒนาชุมชนใหม่,ชุมชนทั่วไป,266
1033019,1033,ร่มเกล้า (ลาน 1),ชุมชนทั่วไป,400
1033020,1033,ร่มเกล้า (ลาน 2),ชุมชนทั่วไป,62
1033021,1033,ริมคลองพระโขนง,ชุมชนทั่วไป,341
1033022,1033,ริมคลองสามัคคีธรรม,ชุมชนทั่วไป,63
1033023,1033,ริมทางรถไฟสายท่าเรือ (ลาน 1 ) โรงหม้อ,ชุมชนทั่วไป,50
1033024,1033,ล็อค 4-5-6 (ลาน 1),ชุมชนทั่วไป,138
1033025,1033,ล็อค 4-5-6 (ลาน 2),ชุมชนทั่วไป,140
1033026,1033,ลานกีฬากลาง (ศูนย์เยาวชนคลองเตย),โรงเรียนสังกัดกรมทหาร,2167
1033027,1033,วัดคลองเตยใน 3,โรงเรียนสังกัดกรมทหาร,450
1036001,1036,แฟลตกรมการสื่อสารทหารบก,ชุมชนสังกัดกรมทหาร,400
1036002,1036,โรงเรียนเปรมประชา,โรงเรียนสังกัดกรุงเทพมหานคร,400
1036003,1036,โรงเรียนบำรุงรวิวรรณวิทยา,โรงเรียนสังกัดกรุงเทพมหานคร,500
1036004,1036,โรงเรียนประชาอุทิศ,โรงเรียนสังกัดกรุงเทพมหานคร,400
1036005,1036,โรงเรียนพหลโยธิน,โรงเรียนสังกัดกรุงเทพมหานคร,400
1036006,1036,โรงเรียนวัดเวฬุวนาราม,โรงเรียนสังกัดกรุงเทพมหานคร,400
1036007,1036,โรงเรียนวัดดอนเมือง,โรงเรียนสังกัดกรุงเทพมหานคร,400
1036008,1036,ชุมชน นปอ.,ชุมชนสังกัดกรมทหาร,1200
1036009,1036,ชุมชนเจษฎา 1,ชุมชนทั่วไป,100
1036010,1036,ชุมชนโกสุมรวมใจ 2,ชุมชนทั่วไป,100
1036011,1036,ชุมชนดอนเมืองวิลล่า,ชุมชนทั่วไป,2
1036012,1036,ชุมชนดาวทอง,ชุมชนทั่วไป,100
1036013,1036,ชุมชนทัดชาวิลล่า,ชุมชนทั่วไป,200
1036014,1036,ชุมชนธนินทร 1,ชุมชนทั่วไป,400
1036016,1036,ชุมชนบูรพา 16,ชุมชนทั่วไป,200
1036017,1036,ชุมชนบูรพา 18,ชุมชนทั่วไป,200
1036018,1036,ชุมชนบูรพา 19,ชุมชนทั่วไป,200
1036019,1036,ชุมชนบูรพา 7,ชุมชนทั่วไป,200
1036021,1036,ชุมชนปิ่นเจริญ 2,ชุมชนทั่วไป,650
1036022,1036,ชุมชนปิ่นเจริญ 3,ชุมชนทั่วไป,400
1036023,1036,ชุมชนปิ่นเจริญ 4,ชุมชนทั่วไป,400
1036024,1036,ชุมชนร่วมใจพัฒนา กรป.กลาง,ชุมชนทั่วไป,400
1036025,1036,ชุมชนรัตนาวลัย,ชุมชนทั่วไป,400
1036026,1036,ชุมชนศรีกาญจน์,ชุมชนทั่วไป,400
1036027,1036,ชุมชนศิริสุข,ชุมชนทั่วไป,400
1036028,1036,ชุมชนสินวงศ์ ,ชุมชนทั่วไป,250
1036029,1036,ชุมชนอยู่เจริญ (วิภาวดี),ชุมชนทั่วไป,400
1036030,1036,ชุมชนอยู่เจริญ-บุญมา,ชุมชนทั่วไป,100
1036031,1036,บัณฑิตโฮม,ชุมชนทั่วไป,400
1036032,1036,ลานอเนกประสงค์ทุ่งสองห้อง,ชุมชนทั่วไป,400
1036033,1036,สวนป่าสีกัน (สวนรมณีย์),ที่สาธารณะ (ลานกลางแจ้ง),15
1039001,1039,แสงทิพย์ (ใต้ทางด่วนรามอินทรา-อาจณรงค์),โรงเรียนสังกัดกรมทหาร,2000
1039003,1039,โรงเรียนวัดธาตุทอง,โรงเรียนสังกัดกรุงเทพมหานคร,196
1039004,1039,โรงเรียนวัดภาษี,โรงเรียนสังกัดกรุงเทพมหานคร,134
1039008,1039,โรงเรียนสุเหร่าบ้านดอน,โรงเรียนสังกัดกรุงเทพมหานคร,88
1041001,1041,เคหะชุมชนท่าทราย,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1041002,1041,เคหะชุมชนทุ่งสองห้อง 327,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,100
1041003,1041,เคหะชุมชนบางบัว,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,1200
1041004,1041,เคหะชุมชนหลักสี่,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,400
1041005,1041,เมืองทองนิเวศน์,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,5400
1041006,1041,แฟลตอาคารสงเคราะห์,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,80
1041007,1041,โรงเรียนเคหะทุ่งสองห้องวิทยา 1,โรงเรียนสังกัดกรุงเทพมหานคร,350
1041008,1041,โรงเรียนเคหะทุ่งสองห้องวิทยา 2,โรงเรียนสังกัดกรุงเทพมหานคร,350
1041009,1041,โรงเรียนทุ่งสองห้อง,โรงเรียนสังกัดกรุงเทพมหานคร,600
1041010,1041,โรงเรียนบางเขน (ไว้สาลีอนุสรณ์),โรงเรียนสังกัดกรุงเทพมหานคร,200
1041011,1041,โรงเรียนวัดหลักสี่,โรงเรียนสังกัดกรุงเทพมหานคร,100
1041012,1041,กองทหารพลาธิการ,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,4000
1041013,1041,กองทหารสรรพาวุธเบา,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,1000
1041014,1041,ชุมชนกองบัญขาการศึกษา,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,1202
1041015,1041,ชุมชนชายคลองบางบัว,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,300
1041016,1041,ชุมชนตรีเพชร 2,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,300
1041017,1041,ชุมชนทหารเสือ,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,3200
1041018,1041,ปตอ.1 (1) กองทหารปืนใหญ่ต่อสู้อากาศยาน 1,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,400
1041019,1041,ลานกีฬาใต้สะพานข้ามแยกวิภาวดี,โรงเรียนสังกัดกรมทหาร,850
1041020,1041,ลานกีฬากองร้อยลาดตระเวนระยะไกลที่ 1,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,400
1041021,1041,ลานกีฬาชุมชนซอยพัชราภา-เทพไพเราะ,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,224
1041022,1041,ลานอเนกประสงค์ทุ่งสองห้อง,โรงเรียนสังกัดกรมทหาร,2400
1042001,1042,ลานกีฬาชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 3 ผัง 1,ชุมชนทั่วไป,600
1042002,1042,ลานกีฬาชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 3 ผัง 4,ชุมชนทั่วไป,800
1042003,1042,ลานกีฬาเคหะชุมชนออเงิน,ชุมชนทั่วไป,3998
1042004,1042,ลานกีฬาชุมชนวัชรพล 3,ชุมชนทั่วไป,1195
1042005,1042,ลานกีฬาชุมชนพูนทรัพย์ ใต้สะพาน โซน 4 ,ชุมชนทั่วไป,400
1042006,1042,ลานกีฬาหมู่บ้านอรุณธร,ชุมชนทั่วไป,417
1042007,1042,ลานกีฬาหมู่บ้านอรุณนิเวศน์,ชุมชนทั่วไป,654
1042008,1042,ลานกีฬาชุมชนพัฒนาหมู่ 1,ชุมชนทั่วไป,300
1042009,1042,ลานกีฬาชุมชนหมู่บ้านณัฐกานต์ 5,ชุมชนทั่วไป,400
1042010,1042,ลานกีฬาชุมชนหมู่บ้านมนชญา 1,ชุมชนทั่วไป,400
1042011,1042,ลานกีฬาชุมชนหมู่บ้านอภินคร 2000,ชุมชนทั่วไป,229
1042012,1042,ลานกีฬาชุมชนหมู่บ้านณัฐกานต์ 3,ชุมชนทั่วไป,490
1042013,1042,ลานกีฬาชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 3 ผัง 2,ชุมชนทั่วไป,200
1042014,1042,ลานกีฬาชุมชนหมู่บ้านทองสถิตย์วิลล่า 6,ชุมชนทั่วไป,247
1042015,1042,ลานกีฬาชุมชนหมู่บ้านเลิศปิยะวรรณ,ชุมชนทั่วไป,182
1042016,1042,ลานกีฬาชุมชนหมู่บ้านศิรินคร,ชุมชนทั่วไป,200
1042017,1042,ลานกีฬาชุมชนหมู่บ้านซื่อตรง,ชุมชนทั่วไป,402
1042018,1042,ลานกีฬาชุมชนหมู่บ้านอัมพรเพลส 1,ชุมชนทั่วไป,235
1042019,1042,ลานกีฬาชุมชนหมู่บ้านอัมพรเพลส 2,ชุมชนทั่วไป,301
1042020,1042,ลานกีฬาตลาดเพิ่มสิน,ชุมชนทั่วไป,80
1042021,1042,ลานกีฬาชุมชนหมู่บ้านดอนเมืองวิลล่า 2,ชุมชนทั่วไป,850
1042022,1042,ลานกีฬาชุมชนหมู่บ้านเลิศอุบล,ชุมชนทั่วไป,203
1042023,1042,ลานกีฬาชุมชนหมู่บ้านสุขสมบูรณ์,ชุมชนทั่วไป,200
1042024,1042,ลานกีฬาหมู่บ้านรุ่งเรืองเฮ้าส์,ชุมชนทั่วไป,229
1042025,1042,ลานกีฬาชุมชนหมู่บ้าน ทอส.ทอ.10,ชุมชนทั่วไป,104
1042026,1042,ลานกีฬาชุมชนหมู่บ้านเก้าแสนห้าสัมพันธ์,ชุมชนทั่วไป,200
1042027,1042,ลานกีฬาชุมชนหมู่บ้านมัณฑวรรณ,ชุมชนทั่วไป,96
1042028,1042,ลานกีฬาชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 3 ผัง 3,ชุมชนทั่วไป,199
1042029,1042,ลานกีฬาชุมชนหมู่บ้านเทพทิพย์นิเวศน์,ชุมชนทั่วไป,200
1042030,1042,ลานกีฬาเพ็ชรน้อย (รร.ประเทืองทิพย์วิทยา 2),โรงเรียนสังกัดเอกชน,400
1042031,1042,ลานกีฬาชุมชนหมู่บ้านซิลค์วิลเลจ,ชุมชนทั่วไป,200
1042032,1042,ลานกีฬาชุมชนหมู่บ้านพลายรัตนะ,ชุมชนทั่วไป,100
1042033,1042,ลานกีฬาชุมชนหมู่บ้านทัพฟ้า ,ชุมชนทั่วไป,100
1042034,1042,ลานกีฬาชุมชนหมู่บ้านเพิ่มสิน 1-2,ชุมชนทั่วไป,200
1042035,1042,ลานกีฬาโรงเรียรพรพระร่วงประสิทธิ์,โรงเรียนสังกัดกรุงเทพมหานคร,200
1042036,1042,ลานกีฬาโรงเรียนสายไหม,โรงเรียนสังกัดกรุงเทพมหานคร,100
1042037,1042,ลานกีฬาโรงเรียนซอยแอนเนกซ์,โรงเรียนสังกัดกรุงเทพมหานคร,100
1042038,1042,ลานกีฬาโรงเรียนสยามบริหารธุรกิจ (SBAC),โรงเรียนสังกัดเอกชน,720
1042039,1042,ลานกีฬาโรงเรียนออเงิน,โรงเรียนสังกัดกรุงเทพมหานคร,247
1042040,1042,ลานกีฬาโรงเรียนวัดหนองใหญ่,โรงเรียนสังกัดกรุงเทพมหานคร,400
1042041,1042,ลานกีฬาโรงเรียนประชานุกูล,โรงเรียนสังกัดกรุงเทพมหานคร,200
1042042,1042,ลานกีฬาโรงเรียนวัดราษฎร์นิยมธรรม,โรงเรียนสังกัดกรุงเทพมหานคร,100
1042043,1042,ลานกีฬาโรงเรียนวัดเกาะสุวรรณาราม,โรงเรียนสังกัดกรุงเทพมหานคร,400
1042044,1042,ลานกีฬาสวนสาธารณะเฉลิมพระเกียรติ 72 พรรษา (สวนสายไหม),ที่สาธารณะ (ลานกลางแจ้ง),3598
1043001,1043,สวนคันนายาวรมณีย์,ที่สาธารณะ (ลานกลางแจ้ง),1625
1043002,1043,สน.บางชัน,ชุมชนทั่วไป,350
1043003,1043,หมู่บ้านปัฐวิกรณ์ 1 ผัง ก,ชุมชนทั่วไป,1200
1043004,1043,หมู่บ้านอมรพันธ์นครสวนสยาม,ชุมชนทั่วไป,720
1043005,1043,หมู่บ้าน บก.ทหารสูงสุด,ชุมชนทั่วไป,400
1043006,1043,หมู่บ้านแสงอรุณ,ชุมชนทั่วไป,400
1043007,1043,โรงเรียนจินดาบำรุง,โรงเรียนสังกัดกรุงเทพมหานคร,200
1043008,1043,โรงเรียนคันนายาว,โรงเรียนสังกัดกรุงเทพมหานคร,200
1043009,1043,หมู่บ้านชื่นกมลนิเวศน์ 4,ชุมชนทั่วไป,200
1043010,1043,หมู่บ้านเลิศอุบล 5,ชุมชนทั่วไป,250
1043011,1043,หมู่บ้านเก้าแสนเจ็ด,ชุมชนทั่วไป,200
1043012,1043,หมู่บ้านเคหะธานี 3 ลาน 1,ชุมชนทั่วไป,700
1043013,1043,หมู่บ้านเคหะธานี 3 ลาน 2,ชุมชนทั่วไป,600
1043014,1043,ชุมชนนภาพิไลพัฒนา 1,ชุมชนทั่วไป,130
1043015,1043,ชุมชนนภาพิไลพัฒนา 2,ชุมชนทั่วไป,210
1044001,1044,ชุมชนหมู่ 11 สะพานสูง (เกาะดอน),ชุมชนทั่วไป,300
1044002,1044,เขตสองคลองมณี,ชุมชนทั่วไป,200
1044003,1044,โรงเรียนสามแยกคลองหลอแหล,โรงเรียนสังกัดกรุงเทพมหานคร,500
1044004,1044,โรงเรียนสุเหร่าทับช้างคลองบน,โรงเรียนสังกัดกรุงเทพมหานคร,200
1044005,1044,โรงเรียนอิสลามทับช้างวิทยา,ชุมชนทั่วไป,400
1044006,1044,คลองจั่นวิลล่า 7,ชุมชนทั่วไป,200
1044007,1044,ชุมชนซาอาดะห์,ชุมชนทั่วไป,400
1044008,1044,ชุมชนทับช้างคลองบน,ชุมชนทั่วไป,100
1044009,1044,ชุมชนสมโภชกรุงอนุสรณ์ (200ปี),โรงเรียนสังกัดกรุงเทพมหานคร,200
1044010,1044,ชุมชนฮิดายาตุ้ลอิสลาม,ชุมชนทั่วไป,400
1044011,1044,ซอย 2,ชุมชนทั่วไป,199
1044012,1044,ทาวน์เฮ้าว์ 1,ชุมชนทั่วไป,400
1044013,1044,บ้านแฝดชั้นเดียว,ชุมชนทั่วไป,300
1044014,1044,บ้านศรีพฤฒา,ชุมชนทั่วไป,235
1044015,1044,มณีสัมพันธ์,ชุมชนทั่วไป,200
1044016,1044,ย่ามีลุ้ลอีบาดะห์,ชุมชนทั่วไป,271
1044017,1044,มะเซาะฮะตุดดีน 2,ชุมชนทั่วไป,850
1044018,1044,สวนร่มไม้ยูนิลีเวอร์,ชุมชนทั่วไป,1200
1044019,1044,สุวรรณพฤกษ์,ชุมชนทั่วไป,700
1044020,1044,หมู่บ้านเคหะนคร (เคหะธานี 4),ชุมชนทั่วไป,400
1044021,1044,ทาวน์เฮ้าว์ ,ชุมชนทั่วไป,400
1044022,1044,หมู่บ้านศรีประจักษ์วิลล่า 1-2,ชุมชนทั่วไป,300
1045001,1045,แฟลตอิสระ บก.จร.โชคชัย 4,ชุมชนทั่วไป,150
1045002,1045,โรงเรียนวัดสามัคคีธรรม,โรงเรียนสังกัดกรุงเทพมหานคร,250
1045003,1045,โรงเรียนสุเหร่าดอนสะแก,โรงเรียนสังกัดกรุงเทพมหานคร,150
1045004,1045,โรงเรียนสุเหร่าลาดพร้าว,โรงเรียนสังกัดกรุงเทพมหานคร,150
1045005,1045,ใต้ทางด่วนรามอินทราอาจณรงค์ (ลานมวย),ใต้ทางด่วน,400
1045006,1045,ชุมชนคลองพลับพลา,ชุมชนทั่วไป,194
1045007,1045,ชุมชนคลองพลับพลา 46 ไร่,ชุมชนทั่วไป,216
1045008,1045,ชุมชนร่วมสามัคคี,ชุมชนทั่วไป,150
1045009,1045,ชุมชนรุ่งมณีพัฒนา,ชุมชนทั่วไป,300
1045010,1045,ชุมชนหมู่บ้านพลับพลา,ชุมชนทั่วไป,400
1045011,1045,ลานกีฬาวังทองหลาง ฝั่งเหนือ,ใต้ทางด่วน,2547
1045012,1045,ลานกีฬาวังทองหลาง ฝั่งใต้,ใต้ทางด่วน,2878
1045013,1045,หมู่บ้านโชคชัยปัญจทรัพย์,ชุมชนทั่วไป,106
1046001,1046,เฟื่องฟ้าวิลเลจ,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,182
1046002,1046,โฉมสบายเรื่อย,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,50
1046003,1046,โรงเรียนกลางคลองสอง,โรงเรียนสังกัดกรุงเทพมหานคร,40
1046004,1046,โรงเรียนบางชัน,โรงเรียนสังกัดกรุงเทพมหานคร,570
1046005,1046,โรงเรียนบ้านแบนชะโด,โรงเรียนสังกัดกรุงเทพมหานคร,15
1046006,1046,โรงเรียนบ้านหนองระแหง,โรงเรียนสังกัดกรุงเทพมหานคร,166
1046007,1046,โรงเรียนประชาราษฏร์อุปถัมภ์วิทยา,โรงเรียนสังกัดกรุงเทพมหานคร,600
1046008,1046,โรงเรียนวัดแป้นทอง,โรงเรียนสังกัดกรุงเทพมหานคร,150
1046009,1046,โรงเรียนวัดคู้บอน,โรงเรียนสังกัดกรุงเทพมหานคร,95
1046010,1046,โรงเรียนวัดบัวแก้ว,โรงเรียนสังกัดกรุงเทพมหานคร,91
1046011,1046,โรงเรียนวัดพระยาสุเรนทร์,โรงเรียนสังกัดกรุงเทพมหานคร,5600
1046012,1046,โรงเรียนวัดลำกระดาน,โรงเรียนสังกัดกรุงเทพมหานคร,90
1046013,1046,โรงเรียนวัดศรีสุก,โรงเรียนสังกัดกรุงเทพมหานคร,590
1046014,1046,โรงเรียนวัดสุขใจ,โรงเรียนสังกัดกรุงเทพมหานคร,200
1046015,1046,โรงเรียนวัดสุทธิสะอาด,โรงเรียนสังกัดกรุงเทพมหานคร,2400
1046016,1046,โรงเรียนสุเหร่าเกาะขุนเณร,โรงเรียนสังกัดกรุงเทพมหานคร,412
1046017,1046,โรงเรียนสุเหร่าแสนแสบ,โรงเรียนสังกัดกรุงเทพมหานคร,153
1046018,1046,โรงเรียนสุเหร่าคลองสี่,โรงเรียนสังกัดกรุงเทพมหานคร,175
1046019,1046,โรงเรียนสุเหร่าคลองหนึ่ง,โรงเรียนสังกัดกรุงเทพมหานคร,400
1046020,1046,โรงเรียนสุเหร่าสามวา,โรงเรียนสังกัดกรุงเทพมหานคร,1600
1046021,1046,กมาลุลอิสลาม 2,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,206
1046022,1046,ชุมชนกมาลุลอิสลาม หมู่ 5,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,1200
1046023,1046,ชุมชนดารุสสลามสร้างสรรค์,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,900
1046024,1046,ชุมชนริมคลองหนึ่ง,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,830
1046025,1046,ชุมชนวังตาหนวดพัฒนา,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,400
1046026,1046,ชุมชนสุเหร่าเกาะขุนเณร  (มัสยิดอิควานุ้ลมุตตะกีน),โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,308
1046027,1046,ชุมชนสุเหร่าสามวา,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,166
1046028,1046,ชุมชนอาบูพัฒนาหมู่ 7,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1046029,1046,ซารีฟะอุทิศ (ทำเรื่องขอยกเลิกลานกีฬา),โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,375
1046030,1046,บ้านลำกระโหลก หมู่ 3,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1046031,1046,ประชาวดี,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1046032,1046,มีนทองพัฒนา,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,400
1046033,1046,วิทยาลัยบริหารธุรกิจและการท่องเที่ยวกรุงเทพฯ,โรงเรียนสังกัดกรุงเทพมหานคร,6034
1046034,1046,สันนิธิอิสลาม,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,844
1046035,1046,หมู่ 15 พัฒนา,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1046036,1046,อัสสละฟียะฮ์,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,200
1047001,1047,ลานกีฬาโรงเรียนเพี้ยนพินอนุสรณ์,โรงเรียนสังกัดกรุงเทพมหานคร,1200
1047002,1047,ลานกีฬาโรงเรียนผ่องพลอยอนุสรณ์,โรงเรียนสังกัดกรุงเทพมหานคร,92
1047003,1047,ลานกีฬาโรงเรียนรุ่งเรืองอุปถัมภ์,โรงเรียนสังกัดกรุงเทพมหานคร,262
1047004,1047,ลานกีฬาโรงเรียนวัดบางนาใน (รื่น ศยามานนท์),โรงเรียนสังกัดกรุงเทพมหานคร,335
1047005,1047,ลานกีฬาโรงเรียนวัดบางนานอก,โรงเรียนสังกัดกรุงเทพมหานคร,99
1047006,1047,ลานกีฬาโรงเรียนศรีเอี่ยมอนุสรณ์,โรงเรียนสังกัดกรุงเทพมหานคร,800
1047007,1047,ลานกีฬาโรงเรียนอำนวยกนกศิริอนุสรณ์,โรงเรียนสังกัดกรุงเทพมหานคร,92
1047008,1047,ลานกีฬาชุมชนนิติบุคคลอาคารชุด เคหะชุมชนบางนา 2,ชุมชนทั่วไป,485
1047009,1047,ลานกีฬาชุมชนหมู่บ้านไพโรจน์,ชุมชนทั่วไป,1500
1049001,1049,เนี๊ยะมะดุลลอฮ์,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,200
1049002,1049,โรงเรียนคลองรางจาก,โรงเรียนสังกัดกรุงเทพมหานคร,400
1049003,1049,โรงเรียนชูสินทองประดิษฐ์อนุสรณ์,โรงเรียนสังกัดกรุงเทพมหานคร,800
1049004,1049,โรงเรียนนาหลวง,โรงเรียนสังกัดกรุงเทพมหานคร,800
1049005,1049,โรงเรียนบางมด (ตันเปาว์วิทยาคาร),โรงเรียนสังกัดกรุงเทพมหานคร,800
1049006,1049,โรงเรียนรางราชพฤกษ์ (นุชมีทิศ),โรงเรียนสังกัดกรุงเทพมหานคร,1200
1049007,1049,โรงเรียนราษฎร์บูรณะ,โรงเรียนสังกัดกรุงเทพมหานคร,1600
1049008,1049,โรงเรียนวัดทุ่งครุ,โรงเรียนสังกัดกรุงเทพมหานคร,250
1049009,1049,โรงเรียนวัดพุทธบูชา,โรงเรียนสังกัดกรุงเทพมหานคร,800
1049010,1049,โรงเรียนสหมุสลิมบำรุง,โรงเรียนสังกัดกรุงเทพมหานคร,330
1049011,1049,โรงเรียนสามัคคีบำรุง,โรงเรียนสังกัดกรุงเทพมหานคร,400
1049012,1049,คอลิดีน,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1049013,1049,ชุมชนดารีซีน (ดำเนินการยุบลาน),โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,20
1049014,1049,ชุมชนประชาอุทิศ 68,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,350
1049015,1049,ชุมชนหลังสวนธนบุรีรมย์,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1049016,1049,ชุมชนอัตตักวา,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,1200
1049017,1049,ดารุนน่าอีม,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,1400
1049019,1049,สวนชานบ้าน,โรงเรียนสังกัดกรมทหาร,800
1049020,1049,หมู่บ้านวิเศษสุขนคร ซอย 79,ชุมชนทั่วไป,1200
1049021,1049,อาคารสงเคราะห์ ฯ 90,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,1800
1049022,1049,อิสลามวิทยาลัยแห่งประเทศไทย,โรงเรียนสังกัดกรุงเทพมหานคร,300
1031001,1031,โรงเรียนวัดไทร,โรงเรียนสังกัดกรุงเทพมหานคร,615
1031002,1031,โรงเรียนวัดไผ่เงินโชตนาราม,โรงเรียนสังกัดกรุงเทพมหานคร,462
1031003,1031,โรงเรียนวัดจันทร์ใน,โรงเรียนสังกัดกรุงเทพมหานคร,420
1031004,1031,โรงเรียนวัดจันทร์นอก,โรงเรียนสังกัดกรุงเทพมหานคร,302
1031005,1031,โรงเรียนวัดบางโคล่นอก,โรงเรียนสังกัดกรุงเทพมหานคร,209
1031006,1031,โรงเรียนวัดราชสิงขร,โรงเรียนสังกัดกรุงเทพมหานคร,462
1031007,1031,โรงเรียนวัดลาดบัวขาว,โรงเรียนสังกัดกรุงเทพมหานคร,247
1031008,1031,กองวัณโรค (สถานีตรววจโรคปอดกรุงเทพฯ),โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,3278
1031009,1031,ชุมชนเมืองอยู่ดี,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,462
1031010,1031,ชุมชนวัดไผ่เงิน,โรงเรียนสังกัดกรมทหาร,100
1031011,1031,วัดอินทร์บรรจง,โรงเรียนสังกัดกรมทหาร,450
1031012,1031,สำนักงานเขตบางคอแหลม,โรงเรียนสังกัดกรมทหาร,161
1040001,1040,โรงเรียนเพชรเกษม,โรงเรียนสังกัดกรุงเทพมหานคร,300
1040002,1040,โรงเรียนคลองหนองใหญ่,โรงเรียนสังกัดกรุงเทพมหานคร,600
1040003,1040,โรงเรียนบางแค (เนื่องสังวาลย์),โรงเรียนสังกัดกรุงเทพมหานคร,300
1040004,1040,โรงเรียนวัดพรหมสุวรรณสามัคคี,โรงเรียนสังกัดกรุงเทพมหานคร,400
1040005,1040,โรงเรียนวัดศาลาแดง,โรงเรียนสังกัดกรุงเทพมหานคร,200
1040006,1040,โรงเรียนหมู่บ้านเศรษฐกิจ,โรงเรียนสังกัดกรุงเทพมหานคร,400
1040007,1040,ชุมชนเลียบคลองบางแค,ชุมชนทั่วไป,300
1040008,1040,ชุมชนร่มเย็น,ชุมชนทั่วไป,400
1040009,1040,ชุมชนหมู่บ้านชมเดือน,ชุมชนทั่วไป,400
1040010,1040,ทางแยกต่างระดับถนนกาญจนาภิเษกตัดถนนเพชรเกษม,ที่สาธารณะ (ลานกลางแจ้ง),11200
