dcode,dname,sex,age,population,age_group,age_group_range
1002,เขตดุสิต,male,25,933,25,15 to 64 years
1010,เขตมีนบุรี,female,19,933,15,15 to 64 years
1010,เขตมีนบุรี,female,63,933,60,15 to 64 years
1023,เขตหนองแขม,female,15,933,15,15 to 64 years
1049,เขตทุ่งครุ,female,62,932,60,15 to 64 years
1049,เขตทุ่งครุ,male,27,932,25,15 to 64 years
1021,เขตบางขุนเทียน,male,63,932,60,15 to 64 years
1038,เขตลาดพร้าว,female,56,932,55,15 to 64 years
1023,เขตหนองแขม,male,22,932,20,15 to 64 years
1035,เขตจอมทอง,male,48,931,45,15 to 64 years
1049,เขตทุ่งครุ,male,25,931,25,15 to 64 years
1029,เขตบางซื่อ,female,39,931,35,15 to 64 years
1045,เขตวังทองหลาง,female,54,931,50,15 to 64 years
1003,เขตหนองจอก,male,61,931,60,15 to 64 years
1049,เขตทุ่งครุ,female,28,930,25,15 to 64 years
1023,เขตหนองแขม,male,17,930,15,15 to 64 years
1049,เขตทุ่งครุ,male,47,929,45,15 to 64 years
1027,เขตบึงกุ่ม,female,33,929,30,15 to 64 years
1022,เขตภาษีเจริญ,male,44,929,40,15 to 64 years
1036,เขตดอนเมือง,female,23,928,20,15 to 64 years
1026,เขตดินแดง,female,53,928,50,15 to 64 years
1010,เขตมีนบุรี,female,13,928,10,0 to 14 years
1010,เขตมีนบุรี,male,13,928,10,0 to 14 years
1038,เขตลาดพร้าว,male,45,928,45,15 to 64 years
1023,เขตหนองแขม,male,20,928,20,15 to 64 years
1030,เขตจตุจักร,female,70,927,70,65 years and older
1026,เขตดินแดง,female,48,927,45,15 to 64 years
1049,เขตทุ่งครุ,male,26,927,25,15 to 64 years
1040,เขตบางแค,female,10,927,10,0 to 14 years
1027,เขตบึงกุ่ม,male,59,927,55,15 to 64 years
1038,เขตลาดพร้าว,male,46,927,45,15 to 64 years
1034,เขตสวนหลวง,male,46,927,45,15 to 64 years
1023,เขตหนองแขม,male,10,927,10,0 to 14 years
1021,เขตบางขุนเทียน,male,4,926,0,0 to 14 years
1032,เขตประเวศ,male,62,926,60,15 to 64 years
1010,เขตมีนบุรี,female,23,926,20,15 to 64 years
1038,เขตลาดพร้าว,female,57,926,55,15 to 64 years
1043,เขตคันนายาว,male,5,925,5,0 to 14 years
1022,เขตภาษีเจริญ,male,41,924,40,15 to 64 years
1010,เขตมีนบุรี,female,17,924,15,15 to 64 years
1038,เขตลาดพร้าว,female,59,924,55,15 to 64 years
1038,เขตลาดพร้าว,female,60,924,60,15 to 64 years
1034,เขตสวนหลวง,male,36,924,35,15 to 64 years
1034,เขตสวนหลวง,male,48,924,45,15 to 64 years
1023,เขตหนองแขม,male,36,924,35,15 to 64 years
1035,เขตจอมทอง,male,36,923,35,15 to 64 years
1049,เขตทุ่งครุ,female,30,923,30,15 to 64 years
1005,เขตบางเขน,female,70,923,70,65 years and older
1032,เขตประเวศ,male,61,923,60,15 to 64 years
1011,เขตลาดกระบัง,male,5,923,5,0 to 14 years
1045,เขตวังทองหลาง,female,49,923,45,15 to 64 years
1005,เขตบางเขน,male,11,922,10,0 to 14 years
1027,เขตบึงกุ่ม,male,37,922,35,15 to 64 years
1010,เขตมีนบุรี,female,10,922,10,0 to 14 years
1023,เขตหนองแขม,male,35,922,35,15 to 64 years
1003,เขตหนองจอก,male,3,922,0,0 to 14 years
1040,เขตบางแค,female,73,921,70,65 years and older
1006,เขตบางกะปิ,male,28,921,25,15 to 64 years
1027,เขตบึงกุ่ม,female,66,921,65,65 years and older
1030,เขตจตุจักร,male,18,920,15,15 to 64 years
1035,เขตจอมทอง,male,11,920,10,0 to 14 years
1026,เขตดินแดง,female,52,920,50,15 to 64 years
1029,เขตบางซื่อ,female,56,920,55,15 to 64 years
1027,เขตบึงกุ่ม,female,34,920,30,15 to 64 years
1022,เขตภาษีเจริญ,female,29,920,25,15 to 64 years
1034,เขตสวนหลวง,male,44,920,40,15 to 64 years
1044,เขตสะพานสูง,female,41,920,40,15 to 64 years
1049,เขตทุ่งครุ,male,51,919,50,15 to 64 years
1021,เขตบางขุนเทียน,female,67,919,65,65 years and older
1027,เขตบึงกุ่ม,female,65,919,65,65 years and older
1022,เขตภาษีเจริญ,female,33,919,30,15 to 64 years
1022,เขตภาษีเจริญ,female,36,919,35,15 to 64 years
1045,เขตวังทองหลาง,female,39,919,35,15 to 64 years
1042,เขตสายไหม,female,69,919,65,65 years and older
1020,เขตบางกอกน้อย,female,60,918,60,15 to 64 years
1022,เขตภาษีเจริญ,male,31,918,30,15 to 64 years
1038,เขตลาดพร้าว,male,41,918,40,15 to 64 years
1046,เขตคลองสามวา,female,66,917,65,65 years and older
1022,เขตภาษีเจริญ,female,32,917,30,15 to 64 years
1038,เขตลาดพร้าว,female,61,917,60,15 to 64 years
1020,เขตบางกอกน้อย,female,58,916,55,15 to 64 years
1029,เขตบางซื่อ,male,38,916,35,15 to 64 years
1027,เขตบึงกุ่ม,female,28,916,25,15 to 64 years
1027,เขตบึงกุ่ม,male,25,916,25,15 to 64 years
1010,เขตมีนบุรี,female,16,916,15,15 to 64 years
1042,เขตสายไหม,male,2,916,0,0 to 14 years
1010,เขตมีนบุรี,female,14,915,10,0 to 14 years
1003,เขตหนองจอก,female,63,915,60,15 to 64 years
1046,เขตคลองสามวา,male,2,914,0,0 to 14 years
1026,เขตดินแดง,female,43,914,40,15 to 64 years
1049,เขตทุ่งครุ,male,44,914,40,15 to 64 years
1022,เขตภาษีเจริญ,male,27,914,25,15 to 64 years
1010,เขตมีนบุรี,male,24,914,20,15 to 64 years
1011,เขตลาดกระบัง,female,7,914,5,0 to 14 years
1019,เขตตลิ่งชัน,female,55,913,55,15 to 64 years
1019,เขตตลิ่งชัน,female,56,913,55,15 to 64 years
1040,เขตบางแค,female,9,913,5,0 to 14 years
1006,เขตบางกะปิ,male,26,913,25,15 to 64 years
1029,เขตบางซื่อ,female,55,913,55,15 to 64 years
1010,เขตมีนบุรี,male,11,913,10,0 to 14 years
1030,เขตจตุจักร,male,25,912,25,15 to 64 years
1005,เขตบางเขน,male,10,912,10,0 to 14 years
1023,เขตหนองแขม,male,62,912,60,15 to 64 years
1005,เขตบางเขน,female,16,911,15,15 to 64 years
1006,เขตบางกะปิ,male,56,911,55,15 to 64 years
1029,เขตบางซื่อ,male,39,911,35,15 to 64 years
1027,เขตบึงกุ่ม,male,30,911,30,15 to 64 years
1027,เขตบึงกุ่ม,male,31,911,30,15 to 64 years
1022,เขตภาษีเจริญ,male,26,911,25,15 to 64 years
1022,เขตภาษีเจริญ,male,48,911,45,15 to 64 years
1011,เขตลาดกระบัง,female,5,911,5,0 to 14 years
1049,เขตทุ่งครุ,female,34,910,30,15 to 64 years
1021,เขตบางขุนเทียน,female,68,910,65,65 years and older
1010,เขตมีนบุรี,female,33,910,30,15 to 64 years
1010,เขตมีนบุรี,male,14,910,10,0 to 14 years
1042,เขตสายไหม,male,65,910,65,65 years and older
1049,เขตทุ่งครุ,female,31,909,30,15 to 64 years
1029,เขตบางซื่อ,female,67,909,65,65 years and older
1029,เขตบางซื่อ,female,69,909,65,65 years and older
1022,เขตภาษีเจริญ,female,30,909,30,15 to 64 years
1022,เขตภาษีเจริญ,male,30,909,30,15 to 64 years
1017,เขตห้วยขวาง,female,36,909,35,15 to 64 years
1019,เขตตลิ่งชัน,female,60,908,60,15 to 64 years
1029,เขตบางซื่อ,female,65,908,65,65 years and older
1036,เขตดอนเมือง,female,67,907,65,65 years and older
1026,เขตดินแดง,female,44,907,40,15 to 64 years
1019,เขตตลิ่งชัน,female,52,907,50,15 to 64 years
1005,เขตบางเขน,male,12,907,10,0 to 14 years
1040,เขตบางแค,male,68,907,65,65 years and older
1029,เขตบางซื่อ,male,40,907,40,15 to 64 years
1034,เขตสวนหลวง,female,28,907,25,15 to 64 years
1023,เขตหนองแขม,male,16,907,15,15 to 64 years
1005,เขตบางเขน,male,17,906,15,15 to 64 years
1029,เขตบางซื่อ,female,49,906,45,15 to 64 years
1010,เขตมีนบุรี,male,22,906,20,15 to 64 years
1023,เขตหนองแขม,male,23,906,20,15 to 64 years
1049,เขตทุ่งครุ,female,38,905,35,15 to 64 years
1023,เขตหนองแขม,female,16,905,15,15 to 64 years
1003,เขตหนองจอก,male,1,905,0,0 to 14 years
1020,เขตบางกอกน้อย,female,59,904,55,15 to 64 years
1006,เขตบางกะปิ,male,57,904,55,15 to 64 years
1019,เขตตลิ่งชัน,female,63,903,60,15 to 64 years
1006,เขตบางกะปิ,female,65,903,65,65 years and older
1022,เขตภาษีเจริญ,male,45,903,45,15 to 64 years
1034,เขตสวนหลวง,male,38,903,35,15 to 64 years
1036,เขตดอนเมือง,male,14,902,10,0 to 14 years
1006,เขตบางกะปิ,male,33,902,30,15 to 64 years
1045,เขตวังทองหลาง,female,55,902,55,15 to 64 years
1040,เขตบางแค,male,9,901,5,0 to 14 years
1006,เขตบางกะปิ,male,36,901,35,15 to 64 years
1023,เขตหนองแขม,male,9,901,5,0 to 14 years
1035,เขตจอมทอง,male,35,900,35,15 to 64 years
1019,เขตตลิ่งชัน,female,43,900,40,15 to 64 years
1029,เขตบางซื่อ,male,33,900,30,15 to 64 years
1050,เขตบางบอน,female,52,900,50,15 to 64 years
1027,เขตบึงกุ่ม,male,29,900,25,15 to 64 years
1010,เขตมีนบุรี,female,18,900,15,15 to 64 years
1026,เขตดินแดง,female,47,899,45,15 to 64 years
1006,เขตบางกะปิ,female,25,899,25,15 to 64 years
1027,เขตบึงกุ่ม,female,35,899,35,15 to 64 years
1010,เขตมีนบุรี,male,32,899,30,15 to 64 years
1042,เขตสายไหม,male,3,899,0,0 to 14 years
1017,เขตห้วยขวาง,female,38,899,35,15 to 64 years
1046,เขตคลองสามวา,male,1,898,0,0 to 14 years
1026,เขตดินแดง,male,27,898,25,15 to 64 years
1049,เขตทุ่งครุ,male,56,898,55,15 to 64 years
1021,เขตบางขุนเทียน,female,4,898,0,0 to 14 years
1038,เขตลาดพร้าว,female,65,898,65,65 years and older
1036,เขตดอนเมือง,male,15,897,15,15 to 64 years
1049,เขตทุ่งครุ,male,39,897,35,15 to 64 years
1030,เขตจตุจักร,female,69,896,65,65 years and older
1026,เขตดินแดง,female,65,896,65,65 years and older
1006,เขตบางกะปิ,male,37,896,35,15 to 64 years
1022,เขตภาษีเจริญ,male,28,896,25,15 to 64 years
1034,เขตสวนหลวง,male,50,896,50,15 to 64 years
1035,เขตจอมทอง,female,69,895,65,65 years and older
1010,เขตมีนบุรี,female,21,895,20,15 to 64 years
1023,เขตหนองแขม,male,13,895,10,0 to 14 years
1049,เขตทุ่งครุ,male,53,894,50,15 to 64 years
1029,เขตบางซื่อ,female,29,894,25,15 to 64 years
1011,เขตลาดกระบัง,female,6,894,5,0 to 14 years
1040,เขตบางแค,female,14,893,10,0 to 14 years
1006,เขตบางกะปิ,female,66,893,65,65 years and older
1022,เขตภาษีเจริญ,male,39,893,35,15 to 64 years
1034,เขตสวนหลวง,female,27,893,25,15 to 64 years
1034,เขตสวนหลวง,male,30,893,30,15 to 64 years
1042,เขตสายไหม,female,70,893,70,65 years and older
1026,เขตดินแดง,female,45,892,45,15 to 64 years
1049,เขตทุ่งครุ,male,38,892,35,15 to 64 years
1049,เขตทุ่งครุ,male,52,892,50,15 to 64 years
1022,เขตภาษีเจริญ,male,40,892,40,15 to 64 years
1034,เขตสวนหลวง,female,60,892,60,15 to 64 years
1023,เขตหนองแขม,male,12,892,10,0 to 14 years
1017,เขตห้วยขวาง,female,33,892,30,15 to 64 years
1036,เขตดอนเมือง,female,21,891,20,15 to 64 years
1005,เขตบางเขน,male,65,891,65,65 years and older
1036,เขตดอนเมือง,female,18,890,15,15 to 64 years
1020,เขตบางกอกน้อย,female,64,890,60,15 to 64 years
1032,เขตประเวศ,male,2,890,0,0 to 14 years
1022,เขตภาษีเจริญ,female,66,890,65,65 years and older
1010,เขตมีนบุรี,male,12,890,10,0 to 14 years
1011,เขตลาดกระบัง,female,65,890,65,65 years and older
1044,เขตสะพานสูง,female,40,890,40,15 to 64 years
1041,เขตหลักสี่,male,23,890,20,15 to 64 years
1030,เขตจตุจักร,male,60,889,60,15 to 64 years
1049,เขตทุ่งครุ,female,29,889,25,15 to 64 years
1010,เขตมีนบุรี,male,60,889,60,15 to 64 years
1030,เขตจตุจักร,female,25,888,25,15 to 64 years
1019,เขตตลิ่งชัน,female,61,888,60,15 to 64 years
1049,เขตทุ่งครุ,male,29,888,25,15 to 64 years
1040,เขตบางแค,male,67,888,65,65 years and older
1029,เขตบางซื่อ,female,66,888,65,65 years and older
1029,เขตบางซื่อ,male,29,888,25,15 to 64 years
1029,เขตบางซื่อ,male,37,888,35,15 to 64 years
1027,เขตบึงกุ่ม,female,67,888,65,65 years and older
1010,เขตมีนบุรี,female,35,888,35,15 to 64 years
1020,เขตบางกอกน้อย,female,66,887,65,65 years and older
1029,เขตบางซื่อ,female,28,887,25,15 to 64 years
1035,เขตจอมทอง,female,24,886,20,15 to 64 years
1050,เขตบางบอน,female,53,886,50,15 to 64 years
1045,เขตวังทองหลาง,female,59,886,55,15 to 64 years
1036,เขตดอนเมือง,male,16,885,15,15 to 64 years
1027,เขตบึงกุ่ม,female,24,885,20,15 to 64 years
1010,เขตมีนบุรี,male,15,885,15,15 to 64 years
1010,เขตมีนบุรี,male,38,885,35,15 to 64 years
1045,เขตวังทองหลาง,female,58,885,55,15 to 64 years
1034,เขตสวนหลวง,male,32,885,30,15 to 64 years
1029,เขตบางซื่อ,female,68,884,65,65 years and older
1022,เขตภาษีเจริญ,male,32,884,30,15 to 64 years
1034,เขตสวนหลวง,female,59,884,55,15 to 64 years
1027,เขตบึงกุ่ม,male,33,883,30,15 to 64 years
1034,เขตสวนหลวง,male,31,883,30,15 to 64 years
1049,เขตทุ่งครุ,female,32,882,30,15 to 64 years
1010,เขตมีนบุรี,male,23,882,20,15 to 64 years
1040,เขตบางแค,female,13,881,10,0 to 14 years
1006,เขตบางกะปิ,female,67,881,65,65 years and older
1050,เขตบางบอน,female,48,881,45,15 to 64 years
1038,เขตลาดพร้าว,male,40,881,40,15 to 64 years
1041,เขตหลักสี่,female,47,881,45,15 to 64 years
1005,เขตบางเขน,female,15,880,15,15 to 64 years
1027,เขตบึงกุ่ม,male,60,880,60,15 to 64 years
1034,เขตสวนหลวง,female,29,880,25,15 to 64 years
1026,เขตดินแดง,female,66,879,65,65 years and older
1006,เขตบางกะปิ,male,31,879,30,15 to 64 years
1049,เขตทุ่งครุ,female,63,878,60,15 to 64 years
1020,เขตบางกอกน้อย,female,61,878,60,15 to 64 years
1006,เขตบางกะปิ,male,58,878,55,15 to 64 years
1029,เขตบางซื่อ,female,27,878,25,15 to 64 years
1029,เขตบางซื่อ,male,35,878,35,15 to 64 years
1022,เขตภาษีเจริญ,male,51,878,50,15 to 64 years
1041,เขตหลักสี่,female,52,878,50,15 to 64 years
1029,เขตบางซื่อ,female,48,877,45,15 to 64 years
1027,เขตบึงกุ่ม,female,68,877,65,65 years and older
1032,เขตประเวศ,male,1,877,0,0 to 14 years
1035,เขตจอมทอง,female,22,876,20,15 to 64 years
1035,เขตจอมทอง,female,70,876,70,65 years and older
1035,เขตจอมทอง,male,9,876,5,0 to 14 years
1036,เขตดอนเมือง,female,19,876,15,15 to 64 years
1049,เขตทุ่งครุ,male,30,876,30,15 to 64 years
1040,เขตบางแค,female,11,876,10,0 to 14 years
1022,เขตภาษีเจริญ,male,47,876,45,15 to 64 years
1010,เขตมีนบุรี,male,37,876,35,15 to 64 years
1023,เขตหนองแขม,male,11,876,10,0 to 14 years
1023,เขตหนองแขม,male,63,876,60,15 to 64 years
1005,เขตบางเขน,male,9,875,5,0 to 14 years
1010,เขตมีนบุรี,male,9,875,5,0 to 14 years
1019,เขตตลิ่งชัน,female,51,874,50,15 to 64 years
1049,เขตทุ่งครุ,female,33,874,30,15 to 64 years
1049,เขตทุ่งครุ,male,55,874,55,15 to 64 years
1050,เขตบางบอน,female,57,874,55,15 to 64 years
1032,เขตประเวศ,female,70,874,70,65 years and older
1036,เขตดอนเมือง,female,16,873,15,15 to 64 years
1040,เขตบางแค,male,8,873,5,0 to 14 years
1045,เขตวังทองหลาง,female,57,873,55,15 to 64 years
1042,เขตสายไหม,male,66,873,65,65 years and older
1036,เขตดอนเมือง,male,10,871,10,0 to 14 years
1020,เขตบางกอกน้อย,female,63,871,60,15 to 64 years
1050,เขตบางบอน,female,51,871,50,15 to 64 years
1010,เขตมีนบุรี,female,11,871,10,0 to 14 years
1010,เขตมีนบุรี,male,33,871,30,15 to 64 years
1038,เขตลาดพร้าว,male,51,871,50,15 to 64 years
1034,เขตสวนหลวง,female,58,871,55,15 to 64 years
1034,เขตสวนหลวง,male,34,871,30,15 to 64 years
1026,เขตดินแดง,female,37,870,35,15 to 64 years
1029,เขตบางซื่อ,male,42,870,40,15 to 64 years
1050,เขตบางบอน,female,56,870,55,15 to 64 years
1011,เขตลาดกระบัง,male,4,870,0,0 to 14 years
1017,เขตห้วยขวาง,female,45,870,45,15 to 64 years
1019,เขตตลิ่งชัน,female,53,869,50,15 to 64 years
1021,เขตบางขุนเทียน,male,3,869,0,0 to 14 years
1046,เขตคลองสามวา,male,64,868,60,15 to 64 years
1026,เขตดินแดง,female,49,868,45,15 to 64 years
1040,เขตบางแค,male,12,868,10,0 to 14 years
1034,เขตสวนหลวง,male,47,868,45,15 to 64 years
1041,เขตหลักสี่,male,26,868,25,15 to 64 years
1049,เขตทุ่งครุ,male,57,867,55,15 to 64 years
1005,เขตบางเขน,male,13,867,10,0 to 14 years
1021,เขตบางขุนเทียน,male,64,867,60,15 to 64 years
1035,เขตจอมทอง,female,23,866,20,15 to 64 years
1040,เขตบางแค,male,11,866,10,0 to 14 years
1032,เขตประเวศ,female,67,866,65,65 years and older
1022,เขตภาษีเจริญ,male,46,866,45,15 to 64 years
1022,เขตภาษีเจริญ,male,56,866,55,15 to 64 years
1045,เขตวังทองหลาง,female,38,866,35,15 to 64 years
1035,เขตจอมทอง,male,24,865,20,15 to 64 years
1036,เขตดอนเมือง,male,12,865,10,0 to 14 years
1029,เขตบางซื่อ,male,43,865,40,15 to 64 years
1032,เขตประเวศ,female,68,865,65,65 years and older
1038,เขตลาดพร้าว,female,63,865,60,15 to 64 years
1041,เขตหลักสี่,female,46,865,45,15 to 64 years
1043,เขตคันนายาว,female,51,864,50,15 to 64 years
1022,เขตภาษีเจริญ,female,25,864,25,15 to 64 years
1044,เขตสะพานสูง,female,51,864,50,15 to 64 years
1041,เขตหลักสี่,female,59,864,55,15 to 64 years
1036,เขตดอนเมือง,female,10,863,10,0 to 14 years
1049,เขตทุ่งครุ,female,64,863,60,15 to 64 years
1020,เขตบางกอกน้อย,female,57,863,55,15 to 64 years
1029,เขตบางซื่อ,male,45,863,45,15 to 64 years
1029,เขตบางซื่อ,male,58,863,55,15 to 64 years
1050,เขตบางบอน,female,46,863,45,15 to 64 years
1050,เขตบางบอน,female,49,863,45,15 to 64 years
1011,เขตลาดกระบัง,male,63,863,60,15 to 64 years
1049,เขตทุ่งครุ,male,49,862,45,15 to 64 years
1049,เขตทุ่งครุ,male,50,862,50,15 to 64 years
1049,เขตทุ่งครุ,male,54,862,50,15 to 64 years
1005,เขตบางเขน,female,71,861,70,65 years and older
1040,เขตบางแค,male,7,861,5,0 to 14 years
1010,เขตมีนบุรี,male,36,861,35,15 to 64 years
1041,เขตหลักสี่,female,53,861,50,15 to 64 years
1026,เขตดินแดง,female,40,860,40,15 to 64 years
1019,เขตตลิ่งชัน,female,64,860,60,15 to 64 years
1049,เขตทุ่งครุ,female,22,860,20,15 to 64 years
1029,เขตบางซื่อ,male,44,860,40,15 to 64 years
1043,เขตคันนายาว,female,9,859,5,0 to 14 years
1005,เขตบางเขน,female,10,859,10,0 to 14 years
1029,เขตบางซื่อ,male,41,859,40,15 to 64 years
1038,เขตลาดพร้าว,male,50,859,50,15 to 64 years
1039,เขตวัฒนา,male,7,859,5,0 to 14 years
1023,เขตหนองแขม,male,21,859,20,15 to 64 years
1019,เขตตลิ่งชัน,female,46,858,45,15 to 64 years
1015,เขตธนบุรี,female,54,858,50,15 to 64 years
1029,เขตบางซื่อ,male,51,858,50,15 to 64 years
1023,เขตหนองแขม,female,13,858,10,0 to 14 years
1023,เขตหนองแขม,female,14,858,10,0 to 14 years
1043,เขตคันนายาว,female,5,857,5,0 to 14 years
1041,เขตหลักสี่,female,54,857,50,15 to 64 years
1026,เขตดินแดง,female,64,856,60,15 to 64 years
1020,เขตบางกอกน้อย,female,65,856,65,65 years and older
1017,เขตห้วยขวาง,female,34,856,30,15 to 64 years
1026,เขตดินแดง,female,27,855,25,15 to 64 years
1020,เขตบางกอกน้อย,female,62,855,60,15 to 64 years
1050,เขตบางบอน,female,50,855,50,15 to 64 years
1034,เขตสวนหลวง,male,25,855,25,15 to 64 years
1015,เขตธนบุรี,female,55,854,55,15 to 64 years
1010,เขตมีนบุรี,male,21,854,20,15 to 64 years
1034,เขตสวนหลวง,female,26,854,25,15 to 64 years
1035,เขตจอมทอง,male,22,853,20,15 to 64 years
1026,เขตดินแดง,female,41,853,40,15 to 64 years
1005,เขตบางเขน,female,72,852,70,65 years and older
1050,เขตบางบอน,male,26,852,25,15 to 64 years
1022,เขตภาษีเจริญ,male,52,852,50,15 to 64 years
1042,เขตสายไหม,female,2,852,0,0 to 14 years
1042,เขตสายไหม,male,1,852,0,0 to 14 years
1049,เขตทุ่งครุ,female,36,851,35,15 to 64 years
1022,เขตภาษีเจริญ,male,38,851,35,15 to 64 years
1011,เขตลาดกระบัง,female,4,851,0,0 to 14 years
1038,เขตลาดพร้าว,female,36,851,35,15 to 64 years
1041,เขตหลักสี่,female,60,851,60,15 to 64 years
1036,เขตดอนเมือง,female,68,850,65,65 years and older
1050,เขตบางบอน,female,55,850,55,15 to 64 years
1027,เขตบึงกุ่ม,male,34,850,30,15 to 64 years
1015,เขตธนบุรี,female,62,849,60,15 to 64 years
1047,เขตบางนา,female,43,849,40,15 to 64 years
1009,เขตพระโขนง,female,43,849,40,15 to 64 years
1022,เขตภาษีเจริญ,male,37,849,35,15 to 64 years
1042,เขตสายไหม,male,0,849,0,0 to 14 years
1049,เขตทุ่งครุ,male,31,848,30,15 to 64 years
1029,เขตบางซื่อ,male,36,848,35,15 to 64 years
1027,เขตบึงกุ่ม,male,36,848,35,15 to 64 years
1022,เขตภาษีเจริญ,male,57,848,55,15 to 64 years
1010,เขตมีนบุรี,male,7,848,5,0 to 14 years
1023,เขตหนองแขม,female,10,848,10,0 to 14 years
1041,เขตหลักสี่,female,58,848,55,15 to 64 years
1041,เขตหลักสี่,male,25,848,25,15 to 64 years
1036,เขตดอนเมือง,male,11,847,10,0 to 14 years
1026,เขตดินแดง,female,39,847,35,15 to 64 years
1005,เขตบางเขน,male,66,847,65,65 years and older
1020,เขตบางกอกน้อย,female,51,847,50,15 to 64 years
1041,เขตหลักสี่,female,48,847,45,15 to 64 years
1043,เขตคันนายาว,female,50,846,50,15 to 64 years
1026,เขตดินแดง,male,26,846,25,15 to 64 years
1020,เขตบางกอกน้อย,female,54,846,50,15 to 64 years
1010,เขตมีนบุรี,male,8,846,5,0 to 14 years
1038,เขตลาดพร้าว,male,47,846,45,15 to 64 years
1045,เขตวังทองหลาง,female,56,846,55,15 to 64 years
1042,เขตสายไหม,female,71,845,70,65 years and older
1041,เขตหลักสี่,male,24,845,20,15 to 64 years
1005,เขตบางเขน,male,8,844,5,0 to 14 years
1006,เขตบางกะปิ,male,25,844,25,15 to 64 years
1003,เขตหนองจอก,female,1,844,0,0 to 14 years
1003,เขตหนองจอก,female,2,844,0,0 to 14 years
1033,เขตคลองเตย,female,41,843,40,15 to 64 years
1035,เขตจอมทอง,female,11,843,10,0 to 14 years
1005,เขตบางเขน,female,73,843,70,65 years and older
1022,เขตภาษีเจริญ,male,33,843,30,15 to 64 years
1022,เขตภาษีเจริญ,male,58,843,55,15 to 64 years
1034,เขตสวนหลวง,male,52,843,50,15 to 64 years
1044,เขตสะพานสูง,female,44,843,40,15 to 64 years
1023,เขตหนองแขม,female,9,843,5,0 to 14 years
1036,เขตดอนเมือง,male,13,842,10,0 to 14 years
1029,เขตบางซื่อ,female,26,842,25,15 to 64 years
1038,เขตลาดพร้าว,male,48,842,45,15 to 64 years
1015,เขตธนบุรี,female,60,841,60,15 to 64 years
1034,เขตสวนหลวง,female,25,841,25,15 to 64 years
1044,เขตสะพานสูง,female,53,841,50,15 to 64 years
1015,เขตธนบุรี,female,43,840,40,15 to 64 years
1020,เขตบางกอกน้อย,female,55,840,55,15 to 64 years
1006,เขตบางกะปิ,male,35,840,35,15 to 64 years
1021,เขตบางขุนเทียน,female,69,840,65,65 years and older
1041,เขตหลักสี่,female,45,840,45,15 to 64 years
1027,เขตบึงกุ่ม,female,22,839,20,15 to 64 years
1027,เขตบึงกุ่ม,female,69,839,65,65 years and older
1022,เขตภาษีเจริญ,male,50,839,50,15 to 64 years
1044,เขตสะพานสูง,female,55,839,55,15 to 64 years
1036,เขตดอนเมือง,female,15,838,15,15 to 64 years
1036,เขตดอนเมือง,male,9,838,5,0 to 14 years
1005,เขตบางเขน,female,14,838,10,0 to 14 years
1009,เขตพระโขนง,female,42,838,40,15 to 64 years
1044,เขตสะพานสูง,female,54,838,50,15 to 64 years
1042,เขตสายไหม,female,3,838,0,0 to 14 years
1035,เขตจอมทอง,female,71,837,70,65 years and older
1035,เขตจอมทอง,male,65,837,65,65 years and older
1005,เขตบางเขน,female,12,837,10,0 to 14 years
1050,เขตบางบอน,female,27,837,25,15 to 64 years
1027,เขตบึงกุ่ม,male,61,837,60,15 to 64 years
1040,เขตบางแค,female,8,836,5,0 to 14 years
1032,เขตประเวศ,male,0,836,0,0 to 14 years
1015,เขตธนบุรี,female,63,835,60,15 to 64 years
1050,เขตบางบอน,female,45,835,45,15 to 64 years
1044,เขตสะพานสูง,female,45,835,45,15 to 64 years
1026,เขตดินแดง,female,34,834,30,15 to 64 years
1026,เขตดินแดง,female,67,834,65,65 years and older
1019,เขตตลิ่งชัน,female,45,834,45,15 to 64 years
1050,เขตบางบอน,female,26,834,25,15 to 64 years
1009,เขตพระโขนง,female,39,834,35,15 to 64 years
1034,เขตสวนหลวง,male,27,834,25,15 to 64 years
1006,เขตบางกะปิ,male,59,833,55,15 to 64 years
1010,เขตมีนบุรี,female,12,833,10,0 to 14 years
1038,เขตลาดพร้าว,female,37,833,35,15 to 64 years
1034,เขตสวนหลวง,male,49,833,45,15 to 64 years
1044,เขตสะพานสูง,female,58,833,55,15 to 64 years
1046,เขตคลองสามวา,male,65,832,65,65 years and older
1030,เขตจตุจักร,female,71,832,70,65 years and older
1036,เขตดอนเมือง,female,17,832,15,15 to 64 years
1019,เขตตลิ่งชัน,female,42,832,40,15 to 64 years
1041,เขตหลักสี่,female,44,832,40,15 to 64 years
1041,เขตหลักสี่,female,55,832,55,15 to 64 years
1046,เขตคลองสามวา,female,67,831,65,65 years and older
1026,เขตดินแดง,male,42,831,40,15 to 64 years
1026,เขตดินแดง,male,43,831,40,15 to 64 years
1049,เขตทุ่งครุ,male,32,831,30,15 to 64 years
1038,เขตลาดพร้าว,female,64,831,60,15 to 64 years
1015,เขตธนบุรี,female,45,830,45,15 to 64 years
1050,เขตบางบอน,male,25,830,25,15 to 64 years
1041,เขตหลักสี่,female,42,830,40,15 to 64 years
1041,เขตหลักสี่,female,51,830,50,15 to 64 years
1036,เขตดอนเมือง,female,14,829,10,0 to 14 years
1026,เขตดินแดง,female,38,829,35,15 to 64 years
1049,เขตทุ่งครุ,male,18,829,15,15 to 64 years
1005,เขตบางเขน,female,13,829,10,0 to 14 years
